,Date,Tweet,likeCount
1905,2022-11-28 09:48:17+00:00,"@jjwanjwehop Buti pala! Nauubos pagkatao ko sa traffic sa cebu, match na sila ng traffic ng manila 😅😂",0
1906,2022-11-28 08:18:50+00:00,baka pumunta ako ng uni bukas at di ko maabutan haha traffic pa naman sa manila,0
1907,2022-11-28 06:45:10+00:00,"i haven’t even reached manila yet but it’s already traffic and it looks like it’s about to rain?! 🥹 NOT TODAY PLS

ALAMAT PASULONG ON WISHBUS
#ALAMAT @Official_ALAMAT",2
1908,2022-11-28 05:30:00+00:00,"San Juan City Mayor and newly-elected Metro Manila Council (MMC) President Francis Zamora said the council is ramping up its efforts in mitigating the traffic in the National Capital Region (NBCR) caused by the holiday rush.

https://t.co/SrvZxiTXHU",5
1909,2022-11-28 05:18:18+00:00,Sana wag traffic pabalik ng manila jusko tho hindi naman ako yung mag drive pauwi goodluck mats tutulugan kita sa byahe need ko mag bawi ng tulog HAHAHAHA,1
1910,2022-11-28 04:31:21+00:00,"#RiseAndShinePilipinas | Single ticketing system sa traffic violations, isusulong ng Metro Manila Council

https://t.co/beD4wmHaBp",0
1911,2022-11-28 04:19:22+00:00,"@liezel_once @NicoleLopezRH Matinding traffic sa holiday season, tututukan ng bagong liderato ng Metro Manila Council | RH 08 @xtian_mano #MBCNetworkNews https://t.co/scrz1F1boX",0
1912,2022-11-28 03:41:00+00:00,"Mayors in NCR are studying the possibility of implementing a uniform system that would track traffic violations to provide a more convenient way for motorists to settle their fines, the head of the Metro Manila Council said on Monday. #News5

READ: https://t.co/rIwFgbhZpi https://t.co/FeM83FfJPu",0
1913,2022-11-28 01:24:03+00:00,@franciszamora30 San Juan Mayor Zamora says easing traffic is his top priority as the new president of the Metro Manila Council: The single-ticketing system for traffic violations is being discussed now. We're looking to have one uniform ticket in Metro Manila.,4
1914,2022-11-28 01:19:48+00:00,"THREAD: The Metro Manila Council elects San Juan City's mayor as its new president. What will be his top priority amid traffic problems and COVID-19?

@iampinkywebb speaks to Mayor @franciszamora30 on #TheSource | LIVE https://t.co/HiaSK0KapD https://t.co/1p0eJl7aNx",14
1915,2022-11-27 23:42:35+00:00,tangina na traffic sa manila,0
1916,2022-11-27 23:34:44+00:00,"Tututukan ni San Juan City Mayor Francis Zamora sa kanyang pamamahala bilang presidente ng Metro Manila Council ang development, traffic, pati na ang peace and order sa Kalakhang Maynila.

https://t.co/nRcmPQZPWJ",7
1917,2022-11-27 23:17:10+00:00,@jvbornillamd Its not only the traffic.. its the deplorable conditions of our roads.. lubak lubak.. even Makati especially yung sa harap ng Manila Pen. To think Makati yun. Corruption pa more!,2
1918,2022-11-27 23:09:06+00:00,"Good morning! 🌞 Back to work today. Iloilo City traffic is crazy, but Manila’s traffic is beyond any comparison.🚦 https://t.co/w6UaeQpqQO",3
1919,2022-11-27 22:00:39+00:00,"AirAsia Philippines, amid the growing holiday-driven foot traffic, has announced that its flight from Manila to Cebu and Caticlan will depart from Ninoy Aquino International Airport (NAIA) Terminal 3 from 16 December 2022.

https://t.co/YPJiU4ltA8",0
1920,2022-11-27 16:41:24+00:00,"@Ar_marr_lazaro @cocongliwanag And I've commuted in Metro Manila for 8-9 years of my life. I can tell you ours is worse but their traffic is also bad. But the thing is, it is atleast walkable in KL. Also, compare the exp of traffic when taking a bus vs taking a Grab",1
1921,2022-11-27 15:34:31+00:00,"Traffic Management Engineer in Manila, Philippines: engineer, construction, civil, safety, quality https://t.co/KCLn3EJ57r",0
1922,2022-11-27 15:09:19+00:00,"AirAsia Philippines, amid the growing holiday-driven foot traffic, has announced that its flight from Manila to Cebu and Caticlan will depart from Ninoy Aquino International Airport (NAIA) Terminal 3 from 16 December 2022. @AirAsiaFilipino 

#VillagePipol
https://t.co/kjSxEkd3cQ",0
1923,2022-11-27 14:59:47+00:00,@dalallawyer2012 @Moi_kuw @traffic_kwt @GPFKW اسمه في غوغل little Manila,2
1924,2022-11-27 13:57:32+00:00,@psychokenetics Pag balik ko manila turuan kita haha. Yung traffic manager yung pinaka the best mod ever.,1
1925,2022-11-27 13:35:11+00:00,"I don’t know with you guys, but I think it’s sleek. That esquinita is particularly dingy and avoided by everyone, I think it’s a brilliant way of attracting traffic and trigger more photos.

PS Casa Manila is actually not old, but a “recreation” built back in 1980s. https://t.co/ABMmZGcH29",63
1926,2022-11-27 13:23:11+00:00,Manila traffic can suck it. 😤,0
1927,2022-11-27 13:01:06+00:00,Ehhhh I'm too lazy to drive on a Friday night in Manila traffic 👉🥺👈,8
1928,2022-11-27 12:57:44+00:00,so nakarating kami ng manila around 6:30 pero dahil traffic nakaland kami ng 7:05 :) diba almost 30 minutes kaming paikot ikot sa ere HAHAHAHAHAHA skl ngayon lang kasi ako nakaranas matraffic sa ere HAHAHAHAHA,0
1929,2022-11-27 12:50:59+00:00,Nakakapagod magdrive sa manila jusko ang lubak ang traffic ang daming pasaway,3
1930,2022-11-27 09:58:30+00:00,Could I work as call center agent (night shift) in Baguio after Christmas season? Gosh I hate to be here kaya sinusulit ko na ang Manila. Patapusin ko ang first two weeks ng January basta huwag umabot sa Panagbena since traffic ang matatapat ko.,0
1931,2022-11-27 09:47:52+00:00,bket ule ayaw ng mga tao sa ph arena aside sa hindi siya accessible + malupet na traffic ‘to sa nlex area ???! what eef normalize placing infrastructures outside metro manila,0
1932,2022-11-27 08:46:17+00:00,"“1 hour and a half lang pala byahe”
“Ah, yes, if not traffic sa Manila”
“hindi, from Nueva to Pampanga” 
…",0
1933,2022-11-27 08:39:33+00:00,"Business leader Peter Perfecto is fed up with the  chaotic state or Metro Manila traffic, saying corporations should contribute to whipping motorists into shape through a carrot-and-stick approach.
#BilyonaryoProperty
https://t.co/8SOUblQlQ9",7
1934,2022-11-27 06:41:16+00:00,"AirAsia Philippines, amid the growing holiday-driven foot traffic, has announced that its flight from Manila to Cebu and Caticlan will depart from Ninoy Aquino International Airport (NAIA) Terminal 3 from 16 December 2022. https://t.co/xoAp4BAS5l",1
1935,2022-11-27 05:25:10+00:00,Enjoying traffic-free driving in #Manila before the #holidayrush 😉 @ Binondo-Intramuros Bridge https://t.co/FYPSAKSVeT,0
1936,2022-11-27 03:44:17+00:00,Baguio traffic is worse than Manila traffic.,1
1937,2022-11-27 03:28:24+00:00,Kaya kona magwalay mag isa dito sa Manila huhu kaproud kaya kona magdrive sa sobrang traffic na lugar,1
1938,2022-11-27 02:50:12+00:00,"@nomis1066 @cnnphilippines I believe the article is referring to the traffic inside Metro Manila but yes, let's see the progress after the subways are finished.",2
1939,2022-11-27 02:42:58+00:00,"@Andre07132000 @datumx11 Duterte Administration destroyed the traffic in Metro Manila in the pretext of Covid 19 protocols. Government trying to modernize the transport sector, which the cost of it, were so expensive, for the transport sector to avail, besides the so called modern jeeps were using diesel",3
1940,2022-11-26 15:33:45+00:00,"2hrs wasted on ~8k popu to now 17k popu,,,

kinginang traffic pero astig yung Lost Manila https://t.co/NNWjhFr6dt",1
1941,2022-11-26 14:06:14+00:00,"The Philippines loses about P3 billion daily due to the traffic congestion in Metro Manila, according to the Japan International Cooperation Agency.

Full story: https://t.co/AI3LKpCWzs

#DailyTribune",0
1942,2022-11-26 14:06:05+00:00,"The Philippines loses about P3 billion daily due to the traffic congestion in Metro Manila, according to the Japan International Cooperation Agency.

Full story: https://t.co/t3mq3O8uRX

#DailyTribune",0
1943,2022-11-26 12:37:47+00:00,"Y'all manila peeps, how'd you survive this toxic traffic shite everyday?",4
1944,2022-11-26 11:56:05+00:00,sa baguio lang ata inconvenient magdala ng sariling sasakyan hahaha anlala ng traffic congestion hayop tinalo manila eh. unless you have enough patience for almost endless gridlocks mas preferable tlaga maglakad at mag-commute,0
1945,2022-11-26 11:40:03+00:00,ANO NA METRO MANILA. TRIPLE ANG TRAFFIC? KUMUSTA NAMAN SA SUMMER NA TAGINIT.,0
1946,2022-11-26 11:31:07+00:00,3.5 hours from Pampanga to Manila. ugh La Union po? hahshhaah super traffic,0
1947,2022-11-26 11:19:06+00:00,"as usual manila traffic. makakahabol pa kayo nyan

#JulieVerse",12
1948,2022-11-26 11:08:37+00:00,@mynameisbismark Traffic talaga dito sa Manila beh 😭,1
1949,2022-11-26 09:52:27+00:00,so weird na-miss ang Manila traffic,1
1950,2022-11-26 09:35:20+00:00,will never get used to the traffic in manila my goodness,0
1951,2022-11-26 09:03:00+00:00,Manila traffic is unbearable. Why does it take 30 minutes to travel 5 kilometers? This shouldn't be normal.,0
1952,2022-11-26 08:42:05+00:00,yeah so this is manila traffic and we’re not here for it,0
1953,2022-11-26 08:11:17+00:00,Gago bat traffic sa slex paluwas manila?🫠,0
1954,2022-11-26 07:50:15+00:00,manila traffic is cancerous asf,1
1955,2022-11-26 07:35:12+00:00,dinaig pa manila sa traffic e wtf,0
1956,2022-11-26 07:19:20+00:00,Atay 24 hours man siguro ning traffic sa manila,0
1957,2022-11-26 07:17:29+00:00,fawk deez manila traffic,0
1958,2022-11-26 07:08:20+00:00,manila traffic 🥵,0
1959,2022-11-26 05:57:43+00:00,"@supernegatrona @PhilstarNews Ask any Pinoy immigrated now based abroad, and one they will never miss is the traffic. And they even got cars of their own when in Manila.",0
1960,2022-11-26 04:59:36+00:00,"""Every day reminds you of a scene from the film War of the Worlds or Independence Day – very chaotic. We now call exceptionally bad traffic jams carmageddons. But, really, everyday on Manila’s roads is carmageddon now any hour of the day or night.""",1
1961,2022-11-26 04:57:02+00:00,Recall... 5 ways to decongest Metro Manila traffic 😮  https://t.co/EY4WGl0UdS,2
1962,2022-11-26 03:06:43+00:00,Manila is so niceee!!! Pero its so traffic lng :&lt;&lt;,12
1963,2022-11-26 02:22:53+00:00,Good luck hauling that in the crappy Manila traffic. https://t.co/jmmFqT1elS,3
1964,2022-11-25 19:09:54+00:00,Never ever underestimate Manila traffic 😩,0
1965,2022-11-25 14:57:41+00:00,"2) So if WFH ka, not necessarily na di ka affected ng poor public transport.
- Having your own private space is a luxury in Metro Manila. You might spend more looking for accomodation na kaya mag-WFH. Pick your poison: ubos oras sa traffic or spending more on rent",3
1966,2022-11-25 14:31:24+00:00,"@Michael550265 @gpblaw @News5PH Build build build was priority program of Duterte admin. Marami inutang, nagnakaw ng credit from previous admins, nag request pa ng emergency powers daw para ayusin ang traffic sa Manila and yet ganito pa rin. If you look at bbb projects, totoong sasakyan ang priority hindi tao.",1
1967,2022-11-25 13:24:29+00:00,Gusto ko ng jowa na ipagdadrive ako. Pagod na pagod nako magbyahe at magdrive sa putanginang traffic dito sa Manila,0
1968,2022-11-25 13:22:34+00:00,"i would really much be a much, much more healthier and a happier person ONLY IF Manila’s traffic system isn’t like this",0
1969,2022-11-25 13:10:41+00:00,looong day today.. closing presentations to end our 2-day meeting. teambuilding activities sa init at noon. left anvaya bataan at 330pm back for manila. 9pm finally arrived in seda after the horrifying traffic. whew,1
1970,2022-11-25 12:06:43+00:00,"and ever since i started working and lived in metro manila, sobrang nakakapikon na ang laki ng tax na kinakaltas sayo tapos yung traffic 2-5 hours, sobrang laki ng mga bilihin, laging bumabaha like what the fuck is this life",4
1971,2022-11-25 11:34:49+00:00,"Lipa is like Manila na, so traffic kahit gabi na hayts..",1
1972,2022-11-25 11:34:22+00:00,I left my house at 3pm for my 8pm shift tonight and yet mukhang male-late pa rin ako. Ach. I hate the traffic here in Manila.,10
1973,2022-11-25 11:09:02+00:00,"@PhilstarNews Not just Manila. Sa Cebu pud, so it results to soooo many people buying cars which results to heavy traffic which results to expensive parking which results to so many people mag utang and so on…",3
1974,2022-11-25 10:55:11+00:00,ang traffic puta ano ba to manila ???????,0
1975,2022-11-25 10:48:13+00:00,manila traffic ☕️,0
1976,2022-11-25 10:41:37+00:00,This traffic. Manila is hell.,0
1977,2022-11-25 10:29:33+00:00,Manila Friday traffic is the worst 😅 https://t.co/tKCdQfFSrf,3
1978,2022-11-25 10:26:56+00:00,Welcome Manila traffic! Hello December traffic! #manilatraffic #pinas #manila https://t.co/YTRmdVWpjf,1
1979,2022-11-25 10:01:47+00:00,"Heavier traffic, higher Grab fares, picky cab drivers - it’s definitely Christmas in Manila. 😩",1
1980,2022-11-25 09:41:38+00:00,"Tanginang traffic jam yan, ramdam na ramdam kong nasa metro manila na ako.",1
1981,2022-11-25 09:31:05+00:00,"Hindi nga na traffic sa Manila, sa South naman🥲🥲 
Gusto ko lang naman umuwi🥹 https://t.co/T6qTwAd9Wr",0
1982,2022-11-25 09:17:49+00:00,I HATE MANILA TRAFFIC TALAGA!!!! Urghhh pabalikin nyo na ako sa Iloilo…haikz,0
1983,2022-11-25 09:02:19+00:00,"Scheduled departure flights 🛫
Top 6 air traffic recovery for main airports in Southeast Asia

Bangkok: 4,239
- Suvarnabhumi: 2,729
- Don Mueang: 1,510

Soekarno Hatta: 3,875
Changi: 2,702
Manila: 2,673
KLIA: 2,520
Ho Chi Minh City: 2,356

@MY_Airports",7
1984,2022-11-25 09:02:03+00:00,Nasa Manila ba ko? Bakit ang traffic??? 😫😫😫,0
1985,2022-11-25 07:10:10+00:00,puryagaba sad ning mga taxi dires manila oyyy kabuhion man sad tas baho dugangan pag traffic animaaaaal,1
1986,2022-11-25 06:40:55+00:00,na sstress ako sa traffic sa Manila 😭😭😭,0
1987,2022-11-25 06:33:23+00:00,wala ng pinipiling oras traffic sa manila 🥲,1
1988,2022-11-25 06:14:21+00:00,@BLACKPINK_PH Heavy traffic po kasi if manila going to bulacan then weekends pa po,0
1989,2022-11-25 05:37:37+00:00,You can literally just waltz in Metro Manila kundi lang traffic,0
1990,2022-11-25 03:48:18+00:00,i will never be patient for manila traffic 😪,0
1991,2022-11-25 02:36:21+00:00,"@HersheysforKD sa manila kaba? malayo ako sa manila, mga 3 to 4 hours ang byahe depende sa traffic pa.hehe! o cge na bye muna ako sa twitter nag-aaya na silang alam mona.hehe!",1
1992,2022-11-25 01:15:16+00:00,definitely did not miss manila traffic,0
1993,2022-11-25 00:36:35+00:00,"@f0rdapinks @xpransin @BLACKPINK_PH Im from imus but i’ll be staying sa bulacan house namin kasi sobrang traffic nyan. Sabay kayo sa mga mag-meetup sa manila, magmrt to the meet-up place. Need nio private transpo pa din pauwi kasi walang public transpo sa phil arena.",0
1994,2022-11-25 00:11:42+00:00,Bat mas traffic sa laguna kesa sa manila 😪,0
1995,2022-11-24 20:32:48+00:00,"@laliliroses_m @BLACKPINK_PH Hi po! ☺️ If galing po kayo ng Cubao, mga what time po kayo preferably na pwedeng umalis po? 🤔 Btw, mas traffic po ba ang Sundays, kaysa sa Saturdays? Kasi diba po pag Sunday night, traffic po kasi papauwi na po yung mga tao papunta sa Manila??? Thank youuu po!!!!! 🤍🤍🤍",0
1996,2022-11-24 17:45:05+00:00,"BORN PINK MANILA BULACAN PHILIPPINE ARENA 📍👨🏻‍🦯 
 
IF GALING KA SA QUEZON CITY, MAY SAKAYAN NG BUS PAPUNTANG BOCAUE SA SM NORTH THEN PABABA KA  SA BOCAUE EXIT SAKAY KA TRIKE PAPUNTANG PHIL ARENA THO SUPER TRAFFIC SA BOCAUE EXIT LAGI🤌🏻",5
1997,2022-11-24 17:03:10+00:00,"okay so, im attending both days for SS9 Manila.

i'll check in to the same hotel as last time on Day 1, and i plan on checking out on the 19th so that traffic won't be as bad.

the only catch is, my xmas party will be on the 19th, sooooooo",4
1998,2022-11-24 15:34:01+00:00,"Did it happen again?! Will I get stuck again for hours in traffic, tapos tanghali nanaman tayo makakarating ng Manila?! Abangan! 🙈",0
1999,2022-11-24 14:45:11+00:00,"@sikabbey22_new So kinaya ba ni Hongsik ang madugong traffic sa EDSA at pollution ng Metro 
Manila? 🤣 Or baka naman nag-chopper lol.",2
2000,2022-11-24 13:54:53+00:00,"I am very sad to report that all over Metro Manila there are forces working to roll back gains in cycling infrastructure, and for the most part they are getting what they want.

""pang pandemic lang yan""
""balik na lahat ng kotse, pangpa traffic lang bike lanes nyo""

And so on.",72
2001,2022-11-24 12:58:30+00:00,"plan a: will go to manila early as possible para iwas traffic and mag sstay sa mcdo para mag exam sa lwr 

plan b: sa bahay mag eexam then aalis ng 12:30 then malalate sa mga lakad emz",0
2002,2022-11-24 12:25:09+00:00,Pakshet I miss manila to pque traffic nakahilik ka na and all anlayo mo pa sa inyo 🤩🤩🤩🤩,2
2003,2022-11-24 11:57:46+00:00,"Hello Manila, I'm back. Hi traffic, pakshet ka pa rin.🤣",1
2004,2022-11-24 11:20:21+00:00,"Manila grabe naman yung pagwelcome ng traffic, nawala pa kami 😭 3pm ang dating hanggang ngayon di pa nakakauwe anuna 😩",0
2005,2022-11-24 10:27:00+00:00,"@srntfndd ay opo, malala talaga ‘yung heavy traffic kapag manila to bulacan. nakakapagod :c",0
2006,2022-11-24 10:23:18+00:00,manila traffic 😭😭😭😭,1
2007,2022-11-24 09:42:51+00:00,yo u guys weren’t joking when you said manila traffic was bad.. holy shit 💀,68
2008,2022-11-24 09:05:10+00:00,"I finally saw Enhypen’s BYS billboard in Guadalupe!🎉😭 (Please excuse Metro Manila rush hour Christmas season traffic, it’s terrible) 

#ENHYPENWITHBYSPH #YouPlayYou 
#ENHYPEN #엔하이픈 @ENHYPEN_members @ENHYPEN https://t.co/LTi9j8UjzW",7
2009,2022-11-24 08:44:23+00:00,I will forever hate metro manila traffic.,1
2010,2022-11-24 07:57:57+00:00,"kwaliti traffic sa Manila parang pag-intindi ko sa Diff. Cal, apaka bagal😭😭😭😭😭😭😭😭😭😭",0
2011,2022-11-24 07:57:12+00:00,"Laking bagay ito sa pagdaloy ng ginhawa sa traffic sa Metro Manila dahil may option na ang mga cargo ng alternative route 
https://t.co/Milsa0ar98",0
2012,2022-11-24 05:46:21+00:00,anytime anywhere heavy traffic sa metro manila talaga 😩,0
2013,2022-11-24 04:24:08+00:00,"Muntik pa ko hindi makapasok sa duty
Let’s go manila traffic 🙃",1
2014,2022-11-24 01:53:15+00:00,Manila traffic jam in EDSA. https://t.co/jHPKnifUeX,1
2015,2022-11-24 01:28:00+00:00,@MMDA Sana sir ibalik na po yung truck window hour nila kasi during rush hour isa din po sila sa nagcause ng traffic lalo na sa banda c5 and mindanao ave. Di naman po ako against sa paglabas ng mga truck sa kalsada pero sana may oras ulit para lumabas sa main roads ng metro manila,0
2016,2022-11-24 01:17:06+00:00,ang traffic sa manila shsjshhs,1
2017,2022-11-24 00:05:44+00:00,"After staying again in Metro Manila for more than a week I realized ayaw ko na talaga mag stay dito.

Everyday I am wasting 3-4 hours of my time dahil sa traffic. Urghh!

Excited to go home very soon.",0
2018,2022-11-23 22:58:37+00:00,Tanginang traffic sa ccat! Isang oras talaga! Hayop na yan! Daig pa bumyahe ng pa manila!!!,1
2019,2022-11-23 22:00:50+00:00,@YangYang061122 @icingquinyang2 @noodlehouse555 I stay with my cousin in Manila before while looking for job abroad. Masyadong traffic.,1
2020,2022-11-23 20:49:02+00:00,"@queenmarydale @maymayentrata07 Pero kung wala akong kasamang apo pwede sana akong tumawid para manood kc ang tagal din ng pinaghintay namin sa T3. Napaaga kc kami dahil pumunta muna kami sa Manila before sa airport. Nagkataon  na di heavy ang traffic. Sayang.

#MaymayEntrata",4
2021,2022-11-23 20:28:57+00:00,"@ptrc_gbrll or ya know, metro manila traffic hits hahahaha",1
2022,2022-11-23 17:44:19+00:00,@gulfergulfer Dude thank you so much. Dog Bless is a banger and we jammed it a lot while driving around Manila (which means we're stuck in traffic). Lucky to see Joe last 2019 too!,3
2023,2022-11-23 15:29:00+00:00,"@KWofTysonsC I'm scared for my sister when they SOMEDAY move; my mom will retire from her job in a few years bc she's the senior nurse in her unit. I don't think they ever loved being here with the traffic &amp; stuff, it kinda reminded them of Manila? but my sister will lose friends &amp; everything",1
2024,2022-11-23 15:03:51+00:00,"@cars_asia @addict_car @Teggy79 @auto_moto_pl  @xodarapreturns @CustomCvd @mirasga @LoveMeAsPapaJ @onofight @JRedCallis @erleargonza @TigerbasRichard @jaysalas101 still looks as good as new Gen-2 #MitsubishiPajero cruising along moderate traffic towards New Manila, Quezon City😊 https://t.co/On1m9FMNwC",10
2025,2022-11-23 13:20:09+00:00,grabe tagal ko na lumabas ng bulacan and sobrang nadrain ako sa traffic kanina from manila to makati/ makati to trinoma?? on a wednesday??? at 11am??? how can y'all do this mamatay na lang tayong lahat na bulok commute system sa pilipinas ata ano??,1
2026,2022-11-23 13:16:36+00:00,see u next week cookie &amp; toothless! ☺️ hello manila traffic!! https://t.co/rujVDwE7ok,1
2027,2022-11-23 11:41:33+00:00,finally back in manila after 5 days in coron and i did not miss the rush hour traffic AT ALL,0
2028,2022-11-23 10:43:53+00:00,"Finally, malapit na! Makakatulong ito sa pag-address sa matinding traffic sa Metro Manila. #EkonomiyaNaman https://t.co/jOxODmhxYx",0
2029,2022-11-23 10:04:49+00:00,i would literally hate myself if hindi ako sa metro manila nag aral pero taena? ang fucked up ng traffic?? nakalabas ka nga ng comfort zone mo pero nattraffic ka naman along the way 🫠,0
2030,2022-11-23 09:47:27+00:00,TRAFFIC CENTER: We help you navigate your way around Metro Manila with real-time road updates. | LIVE https://t.co/dee4UU0eUz https://t.co/qZTSvjZ4cW,7
2031,2022-11-23 07:20:36+00:00,Naging x2 traffic ngayon sa Manila compared nung pre-pandemic 😡,0
2032,2022-11-23 05:17:01+00:00,"Nakapasyal ka na ba sa MMDA Children's Road Safety Park sa Adriatico, Manila?

Ito ay mayroong miniature footbridge, pedestrian lane, at mga road signages para maging pamilyar ang mga bata sa mga markings at traffic signs sa kalsada https://t.co/6V6zE7TWxd",2
2033,2022-11-23 05:00:48+00:00,The Land Transportation Office (LTO) and Metropolitan Manila Development Authority (MMDA) are pushing for a single ticketing system (STS) in the National Capital Region (NCR) to standardize traffic violations and corresponding penalties. https://t.co/JmFyLxu18v,0
2034,2022-11-23 04:24:34+00:00,Valbuena kaugnay sa panukalang pagpapatupad ng single ticketing system sa Metro Manila: Maganda sana ang programa... Ang hindi maganda ay 'yung mahigit doble na pagtaas ng mga penalty sa mga traffic violation... Maganda sana na isa na lang ang susunding mga patakaran sa bawat LGU,0
2035,2022-11-23 02:56:35+00:00,"@iampieofficial
Waiting for another mall show in Manila so my amiga will go there hopefully before Christmas traffic na daw kasi sa Manili sabi ng mga sizzy. I am asking for a Mall Show in Manili with Zacham and Robxine. My top 4 in TCO please @iampieofficial https://t.co/diOk93nTQW",12
2036,2022-11-23 02:00:00+00:00,"The South Commuter Railway Project will offer fast public transport, reduce traffic congestion, and contribute to lower greenhouse gas emissions in Manila.

The project is central to the government’s vision of bringing back the culture of rail transport in the Philippines. https://t.co/wg2p6tUby7",8
2037,2022-11-23 01:55:22+00:00,Tegnap kasi magkotse dito sa metro manila amp toxic sa traffic eh,0
2038,2022-11-23 01:45:08+00:00,"Ayaw ko sana sa Manila dahil sa traffic, haha pero pwede din naman. Bahala na 😁 Exctd na kinakabahan, bahala na po si God kung saan ako dadalhin.",0
2039,2022-11-23 00:57:49+00:00,The taste of Metro Manila's traffic HAHAHAHAHHAHAHA,0
2040,2022-11-23 00:25:37+00:00,shesh ebarg talaga traffic dito sa manila mag 9 na tas pa mrt pa ako,1
2041,2022-11-22 23:50:04+00:00,Manila traffic is getting worse each day. 🫠,0
2042,2022-11-22 23:44:23+00:00,"@genetorres11 By sheer number of branches (at least sa Metro Manila), lamang ang S&amp;R. Pero mayroong things na sa Landers lang mabibili and vv. For me, mas mahirap puntahan ang Landers dahil bihira lang kaming gumawi sa Paco, the one that's closest to us. Traffic pa, kaya nakakatamad puntahan.",3
2043,2022-11-22 22:47:09+00:00,"Single traffic violation ticket system, higher fines eyed for Metro Manila https://t.co/OzcTaQi8Nb via @gmanews",0
2044,2022-11-22 17:13:42+00:00,"Today, a Manila postcard sunset. Old,
in doubt, we had asked for a sign, but God,

what else could it mean but the traffic
below is a scream. What kind of god

would think a standstill home commute
sound proof that this life is flawed. God,",0
2045,2022-11-22 16:44:52+00:00,"grabeng traffic coz of FIFA, it’s like i’m back in manila 🥲",0
2046,2022-11-22 16:01:00+00:00,"The Land Transportation Office (LTO), Metropolitan Manila Development Authority, and Metro Manila local government units are currently discussing the implementation of a traffic code using a single ticketing system. 

https://t.co/R3AiuLyfmg",3
2047,2022-11-22 15:46:58+00:00,What’s a good hobby that’s affordable to maintain &amp; within the blessed traffic of metro manila omg. I’m running out fun facts,0
2048,2022-11-22 15:45:41+00:00,"W A R N I N G :
Yes, warning. 🤣
Traffic is already heavy on a regular day- either weekend or weekday. Manila to Bocaue travel time usually is 1.5-3hours. With big events like this(concerts), it is safe to travel 5hours+ or more earlier. Better also to travel in groups. ❤",3
2049,2022-11-22 15:20:31+00:00,"🚨#CONTESTALERT🚨

Are you part of this crowd? Get a chance to WIN up to $300 by sharing photos of your worst commute experience to and from work. 
Be creative! 5 entries with the most likes will win. 
JOIN NOW! https://t.co/pBlPCuXaMu

#Manila #Traffic #Contest #Philippines https://t.co/xWdEsrefr7",0
2050,2022-11-22 15:16:57+00:00,"it’s only day 2 of mandatory RTO for onboarding and i’m drained as fuck. Commuting in Manila, especially in QC is insane — from traffic to public transpos full enuf to have the people look like sardines is frustrating. It’s no wonder a lot of people prefer wfh. Myself included…",0
2051,2022-11-22 14:33:48+00:00,@tomlinsuits malapit lang ang manila??? al though baka ma traffic pero if seated di naman na problem unahan,0
2052,2022-11-22 14:03:39+00:00,"LTO, MMDA, and Metro Manila LGUs are set to implement the 'Single Ticketing System' by early 2023.

Under this scheme, there will only be one uniform system in issuing tickets for traffic violators in the entire NCR.

More details in my @TVPatrol report tonight. https://t.co/9T9vesYR5i",7
2053,2022-11-22 13:40:50+00:00,"LIVE sa DZBB: Mody Floranda
National President, PISTON

RE: Single ticketing system sa Metro Manila; pagtataas sa multa para sa mga traffic violator

📻: 594 kHz AM band
📡: https://t.co/Jl7zdr26Yg
💻: https://t.co/Jy4ATG1v0v",1
2054,2022-11-22 13:37:01+00:00,"🚨#CONTESTALERT🚨

Are you part of this crowd? Get a chance to WIN up to $300 by sharing photos of your worst commute experience to and from work. 
Be creative! 5 entries with the most likes will win. 
JOIN NOW! https://t.co/pBlPCuWCWW

#Manila #Traffic #Contest #Philippines https://t.co/tfuLHpekXq",0
2055,2022-11-22 13:32:35+00:00,Sistema ng pagtiket sa traffic violators sa Metro Manila layong pag-isahin https://t.co/HjDdgdXNre,0
2056,2022-11-22 12:30:27+00:00,"🚨#CONTESTALERT🚨

Are you part of this crowd? Get a chance to WIN up to $300 by sharing photos of your worst commute experience to and from work. 
Be creative! 5 entries with the most likes will win. 
JOIN NOW! https://t.co/pBlPCuXaMu

#Manila #Traffic #Contest #Philippines https://t.co/HLV83840QT",0
2057,2022-11-22 12:16:18+00:00,"I made my decision to finish my story about traffic issues in metro-manila. I'm so fed up seeing people struggling to commute just to get to their work/home on time, my partner told me that she's only 10 minutes away from her workplace but it took her 1 hour.",8
2058,2022-11-22 12:12:17+00:00,grabe talaga yung pagod every time i commute from manila going home to cavite 😩 guess we're gonna endure the shitty traffic for years,4
2059,2022-11-22 11:02:52+00:00,Boleh tahan traffic manila ni teruk gak https://t.co/kDpUA183xc,0
2060,2022-11-22 10:58:03+00:00,"yung traffic sa metro manila, parang ayaw magpapunta sa destinasyon mo tf",4
2061,2022-11-22 10:40:12+00:00,when in manila... SEDA BGC and the view.. sadly grabe ang traffic from the airport nya wala na koy energy muattend sa shell volleyball club kay late na ko.🥺 https://t.co/NNyTI4HB6g,3
2062,2022-11-22 10:34:28+00:00,You still think Manila has the worst mv traffic? https://t.co/3U7YyG1nq9,7
2063,2022-11-22 10:25:28+00:00,uhh manila traffic is so insanee 😇,1
2064,2022-11-22 09:58:28+00:00,letse manila walang katapusang traffic,0
2065,2022-11-22 09:06:33+00:00,"Traffic-related violations at penalties sa Metro Manila  tinalakay ng MMDA at LTO 
 https://t.co/fQnAjimMa4",0
